text,label
Finally 😂👌👍🇸🇪,pos
"Please make more videos like this, just as funny every time❤❤😂😂",pos
@name On your way to bed? Big TEDDY and slept so very well ❤️,pos
An old-style kitchen sofa would look great in the kitchen where the chest of drawers is 😁❤,pos
@name wtf? So fucking unnecessarily serious 😔,neg
Only love and respect walla❤️❤️❤️❤️,pos
#jonna hahaha though feel sorry for Jocke😂,pos
RT @name: ANYONE WHO WANTS TO PARTICIPATE IN A GIFT FOR ROBIN RT THIS❤️,neu
@namn Or you let the sun rise in the bedroom 😉 http://t.co/Dd1JFgL5Q8,neu
Hosted by #tyngreradio #tyngre and #avpod on SK1556 ✈️ time flies when you're having fun👍 http://t.co/cY6w7JnmkB,pos
Soooo fun concept!!! You need to do more with other decades!!😍😍,pos
I was in love with a Finnish guy when I was in high school .. he was very sweet and kind .. my family found out about our relationship but I I'm still alive😂😃🐸😇,neu
Nice video! Well done 👏,pos
Must everyone hate such a nice person?! ❤️😁,neu
Poor Palme's wife😥,neg
Like if you watch 2017😜,pos
First🎉,pos
When will a hamster video ❤❤,pos
Gets so incredibly happy when you post videos❤️😍,pos
Thank you for always making my days brighter! You are absolutely fantastic best ❤️❤️❤️❤️,pos
"Such nice jewelry, thanks for a cozy vlog!❣️",pos
@name On the contrary! I haven't seen any. 😱 Yet.,neu
#teamjonna❤️,pos
"Wow, makes me want to do something similar with my partner! 😍",pos
"Almost 22k views but only 400-something likes? Hmm 🤔
Feels like a moneygrab, i.e. you are making money from someone else's video, you are taking advantage of Emelie and you would never have given her a thought if ANJO had not made videos on her.
ANJO at least does everyone a favor and highlights her behavior that has been going on for YEARS so that more people don't get scammed.
So stop playing white knight, it's embarrassing.",neg
Sad event. 😢,neg
@name are my tweets kind of circumstantial to you?😔,neg
Finally 🙏😍❤️,pos
Team Jonna💪,pos
Absolutely one of the funniest pranks that jonna has done 😂 #teamjonna,pos
@name (had to give back)😋😋,neu
"typical addict behavior to blame themselves that they are anjo who is doing wrong 🤣 if bambi wouldn't ask for swish etc. then there wouldn't be a good topic to go on, and you local you must be really avis on anjo, you're the fuck up in his ass all the time, dax you pay rent soon?",neg
@name @name @name @name please follow me. Tried so many times❤️please. That's all I need right now,neu
Incredibly important! The best you have done ♥️,pos
WE'VE CHEATED ACCOMMODATION IN GOTHENBURG AND I'M PISSING MYSELF WITH EXCITEMENT😍😍 http://t.co/SGVdI94Dzi,pos
RT @name: Being in love can be the best thing ever ❤️,pos
"4:00 walking stick 🤣🤣 love you, Therese!! 😂",pos
So many wise and important sentences from you in this video 🤍,pos
Got @namm to show a replay of 'ball-under-the-shirt' today. He has other cool moves too. Let's see what will be shown on the plane 😜,pos
Really good video! Such a fun concept and really nice pictures 🥰,pos
Lucky you moved from that stable 🤮,neg
"Therese, you have to watch when little currently interviews Pontus Rasmusson!!❤❤",neu
@namn And by the way: Chicago deep dish pizza at Lou Malnatti's. Take the smallest size ☺️,neu
@namn Haven't tried it myself but think it would fit! 😊,pos
Fadime I think you were very good that you reported your father and brother I am sorry for what your father did so you died REST IN PEACE 😢❤️,neg
@namn really cool pictures 👌,pos
@namn aw love you❤️ can't wait for the album to come❤️,pos
"@name 🙋, but think Ella will come more than Victoria",neu
Team Jonna💩😱🤘🏻,neu
Damn how angry you get!!....and john was so cute😻😻❤️Rest In Peace,neg
Theme Joke💖💕💗💘💝💞💓💜💛💚💙💋💋✌✌,pos
@name of course 💗💜💗💜,pos
@name I won it! Thanks for that prediction. 👊,pos
@name OOH DID YOU GET YOUR OGG HUG??? 😭😭,pos
Pay back 50 cookies in a few months damn local everyone doesn't earn as youtubers 😂,neg
I think it turned out pretty♡♥;-),pos
"Please make another video like this, super fun!❤️",pos
So absolutely love you!!🥳😝🥰❤️,pos
LOVE IT HERE❤️❤️,pos
King are you my brother ❤️,pos
Team Jonna 😂😂😂,pos
@name Of course! 😊👑,pos
"Thanks for another wonderful video! Let it grow the way you want it in the kitchen. You've been dying to get it done, but it's so beautiful already. You figure out how you want it 🤗 What a good meditator you are. It makes such a difference. I try to take time every day for a few minutes, to pray to God for strength, peace of mind, gratitude for all the good and guidance for problems and put my worries in his hand. It has made all the difference in my life. If you are not a believer, meditation is a great alternative! Lots of hugs to your whole family and take care!❤❤❤",pos
R.I.P ❤️,pos
"Joke, you turned out so fucking handsome😘😘",pos
@name Same. 🇫🇷🍷❤️💚💜💙💛💖💓💕💞💘💌💋💗💍,pos
Love Sundays when I get a new video from you! Best end to the week😍💗,pos
"Such a professional and well made video! Hope for more like this, really inspiring from start to finish🤩",pos
Nice 💜,pos
"Wow Therese you always make my day, I get so happy when I see you and your videos ❤❤❤❤💕💕💕",pos
#TeamJonna you looked damn good! 😂😂,pos
@name I thought so! 😍,pos
HOW THE HELL CAN YOU DO THIS!!!!????HEAD SKINS OR WHAT THE HELL THEY WERE CALLED NAZIS😡😡😡😡😡😡😢😢😢😢😢,neg
"@name Hehehe! Yes, sounds like a correct reaction! 😂😲😜",pos
I myself have been waiting for a game like this (Hogwarts Legacy) since like 22 years ago 🤣 Love the game! Also can't do anything but just play it atm 🙈,pos
Giggo was soooooo mean when he said oh damn what the hell😂😂😂 killed me,pos
You'll see #ABdebat tonight. Even reporters participate @name @name @name @name ➡️ http://t.co/QQGSKPgMEC,neu
Best video😍😍😍,pos
"Springis = someone who sells drugs to someone else for money.
Totally agree with everything you said about Saga and she seems like a really nice person. However, she has also spread hate on tiktok and expressed herself offensively about another girl's appearance. All deleted now I think. Understand that she is young and that everyone makes mistakes, just have a hard time getting a clear idea of ​​her after that❤",neu
I get nothing because he is dead 💀 for 2001😢,neg
@name difficult with government in the home #bachelor 👌,neu
Tim Jonna.👩🏼👩🏼👩🏼👩🏼👩🏼👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😂😂😂😂😂😂😂😂 😂😁😁😁😁😁👍🏻😁🙁👸🏼👸🏼,pos
jonna you are the best 😂😂😂😂😂😄😄😄😂😂😂😂😂😂😂😂😂😂😂😂😂😄😃😃😃😃😃😂😂😂😂😂😂😂😂😂😀😊😊😂😂😂😂😂 he was handsome,pos
What a fun concept 😊 would be fun if you did something similar from another century or decade 😊,pos
"This Monday, then. Typically started poorly and typically ended well. ❤️",neu
@name ohhhh thank you so much!!!❤️,pos
I love you guys 😘,pos
#teamjonna OFC!!😘😘😂,pos
it turned out really nice💖,pos
Team Jonna💋💋,pos
But what kind of gnomes are these?🙄,neg
@name have a nice day! 😀,pos
"Can only the guys come back to Sweden. Then they can be 14 and 16 again, so you can hang out at the studio and see them all the time🙏",neu
Team Jonna FTW 💞😘,pos
Springis is something that is out jogging.❤,pos
How old are you as comments 😂? Feels like everyone is kind of in midlife crisis and feels like they really have to waste their time on drama😂😂😂,neg
Your videos are so good and you are legend on Fortnite ❤️❤️❤️❤️,pos
Have you seen Anjo's latest video? HOW can you even choose to interview her? Yuk. Once again you make the wrong choice for your channel 👎,neg
King are you Realokal never stop what you do❤️❤️❤️,pos
"Incredibly important video, ❤️",pos
@name get well! ❤️❤️,pos
"@name run while u can!!!! no kidding, it's actually wonderful to clean up toothpicks after another 99% of the time 😊💘",neu
nice really mean it ❤❤❤,pos
RT @name: ANYONE WHO WANTS TO PARTICIPATE IN A GIFT FOR ROBIN RT THIS❤️,neu
"So proud of you @namn, you will go as far as you want ⭐️",pos
Finally the video came 🫶🏻🥰,pos
Thanks for the retweet @name Appreciated 👍😄,pos
Hi Therese can't you make a new video when you try on clothes please ❤️❤️❤️,pos
@namn forgot to post the photo too😐,neu
"Damn idiotic idiots!😡😡😡😡
John we miss you❤️❤️",neg
Oskar: Was it good or not? Helen: NO! Thank you beautiful Torsgårdens ❤️!,pos
JONNA🖕🏻👎🏻😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,neg
But oh❤️ http://t.co/4xYVkVccab,pos
You seem to have such a good time when you sit and podcast and drink coffee ❤️,pos
What a lovely video 🥰 fun idea❤️ history has always been my best subject 🙃,pos
"Detox day 1 of 5.
This can end either way 😂",neu
Real king 👑 brother 🙏🏻💙 how do you get such relevant interviews to relevant topics❓,pos
13:19 so I DIE😂😂😂😂😂😂😂😂😂,pos
Thank you for making this video. So important 👍🏻,pos
"In #nymo we look back at the extreme summer, what do you remember more than heat records, lightning records, sunshine records, rain records &amp; tropical nights? 😊",neu
"Terribly evil places for the innocent people💔. And today we do exactly the same to the innocent animals, for example the Pigs, and all other animals for most people's needs💔.",neg
"The same thing is happening in North Korea and China, this must be STOPPED WE CANT LET HISTORY REPEAT ITSELF. It is terrible that you can torment people who are your own kind. Its fucked up man torture must be stopped! ITS NOT A JOKE ⚠️",neg
"So nice to see a little more of your spirituality through the crystals and meditations. Can really recommend Mala meditation. Then you use a mala necklace (I have a rose quartz that I LOVE and then say a mantra 108. This has helped me a lot in my exhaustion. That and then a moment of yoga nidra is so good for body and soul.
Thanks for a nice vlog ❤✨",pos
So want to go to the Globe now 😫😫😫😫,neu
@namn hahahaha the king's bed 😂,pos
"I actually felt a tear that it has happened 😭




You are so good that you can make sona these videos. But you are the best ☺",pos
@namn sorry but I will be INCREDIBLY happy to hear this ☺️,pos
Love you Teresa ❤️,pos
"Oh, how happy I am to watch your videos ❤❤❤ the day is complete by sitting down in front of the TV and watching this 🥰🥰",pos
"It was shitty, wasn't it?😃😂 but still fun!!😂😂",pos
Such a nice and important video❤️,pos
Fuck all the little 10-12 year olds who hate. You are king 👑 and are very smart and authentic in what you do🙏🏻💯 you are legend and amazing 👑👑🙏🏻🙏🏻,pos
Team Jonna 😀,pos
RT @namn: It's summer again today apparently 😅,neu
👍 #teamjonna,pos
@name Goodnight my dearest Katia❤️ #FoooFamily,pos
#teamjonna❤️❤️ Turned out really nice 👌🏻,pos
Team Jonna ❤️,pos
@name @name To the cinema to watch anabelle✌️,pos
#TeamJonna It actually turned out nice😊,pos
Team Jonna 👍🏻❤️,pos
You are the best never stop what you are doing snelaaaa❤love,pos
Team Jonna/Jocke👌,pos
#teamjonna ❤️😂😂😂,pos
"The behind the scenes picture of Andres, Rasmus and Ronja was absolutely wonderful 😍",pos
So much team jockey but still so much team jonna because it actually turned out pretty 😹,pos
running boy (running ice)😂,pos
@name focus on good things. Laugh. Get over what makes you feel bad. 💜❤️💜,pos
Can't stop laughing 😂😂😂,pos
Autumn is lovely when the weather is like today! Fat nice☀️🍁🍃🍂🌾🍁🌳 http://t.co/FllibP6kMS,pos
"If I'm being honest, I think it was pretty neat 😂",pos
#teamjonna👌🏼,pos
@name Drive white skin 😮,neu
Nice but it's dangerous! 🤔,neu
I hate such a culture 🤮,neg
@name what is so good in a meat stew😋,pos
love organization videos!! 🥰,pos
"But MY GOD what a high peoduction quality on the whole video! Cool idea, well executed, and brilliant entertainment for us viewers! Tradition!! 😍😍👏👏👏👏",pos
"Unfortunately, Bianca didn't say the wrong thing, she meant exactly what she said.

That it is difficult to be young and have opportunities and money. That's what she means. So she means it's hard to resist when she has money and is young blah blah.
Poor thing who has money and opportunities to do what she wants.
Those who have no money or opportunities we are the lucky ones of course 🙄",neg
So horrible how can you have so much hate for your own daughter and sister ugh so horrible R.I.P. 🌹,neg
@namn but otherwise religion lessons are nice or what? 😅,neu
@name Getting totally GIDDY by this praise! You are one of my writing idols!!! 💖💖💖,pos
"It was falu sausage fried in bacon fat and mashed potatoes (on home-grown potatoes) with butter, cream and garlic! Really yummy! 😄",pos
"Donate electricity and give it away, it feels so much better than throwing away 💕🌸❤️",pos
❤️ cozy video as usual. The kitchen will be so nice 🙂,pos
"👍🏻 Don't forget that Lenin founded concentration camps long before Germany. Communism is the worst ideology with over 70 million killed and this is what the Left Party is ""flirting"" with!
 https://inblickosteuropa.se/1999/05/kristian-gerner-lenin-massmordare-och-idol/",neg
SUCH A GREAT VIDEO!! DUNDER EDITING AND EVERYTHING IS JUST PERFECT!!! SO VERY EXCITING AND INTERESTING 😍😍😍😍❤❤❤❤❤,pos
@name you picked up something from Pia's lessons😏😏,neu
haha I'm the only one who thought it was funny when jock stuck his head in the toilet😂😂😂,pos
@namn HAHAHHA lol is really lying and asgarvar to myself 😂,pos
"@namn no then boss, been at my absolute top for a long time 😊👍",neu
"Best video you made, I think. 💫 at least the most important one💓👍🏼😱",pos
I love your videos I get so happy every time I see that you have posted a new video!!!👍🏻😊,pos
"Wow, the hair turned out nice! 😂👌🏻",pos
Getting so triggered by the way bumbi pronounces the name of the venue 🥸,neg
"So awful. Ugh, disgusting people. John was a hero, rest in peace🙏❤️",neg
Thank you for such a nice vlog that brightens my evening. Love your great tips 🥰 can't wait for Sunday already,pos
"@namn yes, have found it (and lost it) twice in a month 😁",pos
team jock boy. this was too rough Jonna. you get a 👎 from me,neg
A hero❤️,pos
god what fun!❤,pos
@name oh honey!!! You can just choose which one from my insta if you want ☺️☺️☺️,pos
"So you're the best youtuber out there, put all your videos❤",pos
@name @name oh wow you had fun💗,pos
"R.I.P Klas Ingesson #RIP #Rest #in #peace
We will miss you! ❤️⚽️💕 @ RIP⚽️❤️💕 http://t.co/n2ZfnKkgND",pos
Thanks for your videos. You are a nice family❤❤❤❤❤❤,pos
"""You fucking sheep"" Omg I can't 😂",pos
Support gala for peace! ❤️💛💚 #kurd #kurdish #kurdistan #sweden #stockholm #vårbergIP #duhok #shengar… http://t.co/XkDq9Td4LT,pos
"You are so beautiful, the best of you. You guys make my day when I'm so low❤️",pos
"@namn neeee ☺️ But everyone thinks so! Because damn they were cute when I was 7, haha. But then they straightened up! Like everything in life 😚",neu
@namn was actually going to offer you chicken skewers when we were on the tube...it deserves a follow❤️❤️,pos
I think it turned out nice👍❤️,pos
Love you and your videos ❤️❤️,pos
"Team Jonna💗

#teamjonna",pos
"Wow, such a fucking brain dead episode. Local please, Bumbi is totally blown, most people think she is at LSS level and you seek confirmation from her in your fight against Anjo. Local shit in this now and don't mess with the bottom scraping of Youtube.
Bumbi's thought pattern is like that of a 12 year old and she is 35 years old!! Local makes a summer song!! Something similar to SOS 🙏🙏",neg
A real baked coffee 😄 @ Wayne's Coffee Liljeholmen http://t.co/GcxSzh4Ksp,pos
Team Jonna 💖,pos
@name Jorå. Feels ok. But it always does in the morning 😋,pos
#TeamJonna ❤️,pos
"@name everything, nothing, good #self-good 😌",neu
Perfect Sunday video ❤️❤️,pos
so nice to look at you,pos
agree it's pretty 😊,pos
@name not serious?😊😊😊 go to bed you rodent pig,neg
Hahahha feel hit 😂 @name 😏😏❤️ http://t.co/5ZtjhqHKXl,pos
@name He's back 😉,neu
29:02 best in a long time 😂🐈‍⬛,pos
@namn Good luck now beautiful 😘,pos
"Hi theres! (They are Elsa who writes not Micke, I'm only logged in to his profile) I'm just wondering when you usually post videos, I've noticed that you've started posting every other week on Sundays. Did they match? Just wondering and always dying for you to spawn! You are my idol and I love your videos!❤❤❤❤",pos
The bed and Gossip girl👌,pos
Omg 10 min ago!!🫶🏻🫶🏻🤩🤩,pos
Very good report ❤,pos
Nice video👍,pos
I think he looked cool in his hair 😂,pos
"4:27 good that you stress less, because I think all my stressing that I still feel has led to my diabetes among other things. So damn important not to stress. 😞 easier said than done, but yes.",neg
😭wow think what kind of power a leader can have over people....,neg
Felt and heard at my place in Johanneshov 😱 Loud bang alarm in Stockholm | News | Aftonbladet http://t.co/04evCZ4zwY,neg
Was it cozy in the toilet 👍,neu
Never stop what you are doing!! You are the best!!💕,pos
Why did I ever stop listening to my iTunes? 6k masterpiece👌,neu
#teamjonna always❤✌🏽💄💃🏼,pos
#teamJonna and #jockeboi❤️,pos
#teamjonna❤️😘,pos
This weekend has been really good❤️,pos
"Hahah Oskar seems to have many skills, not only renovation and lawn mowing, but also beautiful singing! 😂 It would have been so much fun with a ""best of Oskar"" video❤❤😂",pos
Too rough not fun at all😤😤😤,neg
Try to dance with thanos PS you are the best at fårtnite 🙂,pos
Will see if I managed to beat Sara in beer lifting this time. Her little body can take more than you think!🍺🍻🍺,neu
Even if you think it's scary🧟‍♀️☠️👻,neu
28:50 the cat is dying 😂,pos
The neighbor has brought home a rescue dog and we take the opportunity to cuddle ❤️ http://t.co/0ho5MMRtC4,pos
@name Green juice 👍,neu
You are so nice the whole family and genuinely genuine in life ❤I long for your vlogs. Take it easy so you can continue to give us this joy every week. Curse me better than tv today. My daughter and I will each order a piece of jewelry from cielo. Thanks for the tip Hugs to you,pos
Hi Theresa!! ❤,pos
"omg this is my DREAM so avis, SUCH a fun video!!🥰",pos
"@name given, sport wants to be connected to current research. You can do without personal anecdotes👌",neu
"@namn haha ​​type 😝 Nah, but I'm going to a concert tomorrow there because I'm here",neu
Tim Jonna 😅😅😅,neu
You are Cruel who let me open up about everything! Only you can make me do them 😻🔥🔥💯,pos
"Haha giggo is so cute ""oh my god"" 😅😅😅😅🙈",pos
"For the first time, I played THANOS mode in Fortnite so when the meteor hit I thought the glove would land there and then it landed like 20 meters from me so I got it the first time I played the Infinity Gauntlet 🤩🎉👍. The video was super good 👍😂",pos
Deserves this so damn much after all the damn hard work of the last few years! 👑,pos
Your honesty and how straight you are - love it! ❤️,pos
Team Jonna. You do the funniest prank😂,pos
@namn Hahaha - a little more passive obstruction then. 😉,neu
I löööv mi some tacos... Hell yeaah! 😂😂😂,pos
@name @name Calm down! We're not going to talk about AIK. :) ⚽️,pos
"You both are so gorgeous! 😊
That's why you just got a new subscriber!!😍😜",pos
You are both wonderful😊 Jonna good pranks really good Jocke you are so sneaky❤️,pos
Haha how lovely you are 29:05 😂,pos
Our system is down at work. So I'm watching the Beyonce movie 😃😍 cheers Monday http://t.co/4ipbYR44Bo,neu
With ❤ on the way to work with Sjövägen. Electric powered and silent boat. But then the tube and everything will be as usual again. http://t.co/flgtK0wqpG,neu
You sit and support a mentally ill person! Tragic that you have to talk to Emelie to get any attention 😂😂😂,neg
@name It will always make someone extra happy! 😉😀,pos
Happy New Year!!!🎉🎉🎉,pos
⬇️ disguised bragging I immediately felt...,neg
@name so you don't want to say that Löfven is a little shit? 😉 hush.,neu
Tim Jonna 💗,pos
#teamjockiboi of course 💖👍,pos
#teamjonna 🎉,pos
The best video I've seen!! Good job guys🙂😔😣,pos
No Monday...or morning for that matter...without coffee!☕️👍 #nespresso http://t.co/Fan2XEXpI8,neu
"You would have like at the car wash. Big brushes that spin, that brush the goats before they go inside. A little Donald Duck about it, but an idea 😊😉 came up with, came up with",neu
@namn yes luck and good luck 😊 @namn,neu
@name darling💕,pos
agree it's pretty 😊,pos
RT @namn: Have well-behaved and extremely calm friends that I'd like to see get clean 😂,pos
HAHA Lucas's laugh is so funny😂❤️,pos
"Can't be sick because I don't want to miss anything at school, it's that bad😨",neg
"@namn You do an AWESOME job in the movie, saw it today!👍",pos
It turned out a bit pretty 😋,pos
Can you remove makeup? PS I love your channel ❤❤,pos
@name and without an eyebrow pencil 🙊 #intelättnärdetärsvört,neu
Crazy fun with a video like this ❤❤,pos
"@namn Nah, got it 😔",neg
#TeamJonna! It turned out awesome! 😄,pos
How the hell can team Jonna get more likes 😥😥😥,neg
RT @name: Rip Klas Ingesson 🌹 #Legend #FuckCancer http://t.co/C9scwiwePl,neg
"Really good content, but make longer videos in the future when you visit places like this!🤩",pos
I have to say that DAMN you are beautiful Therese!!❤️,pos
HAHAHAHAH yes dieöör for giggo😂😂😂😂,pos
King👑,pos
"@name Hehe! Well, we already have one (both brewer and Marcus copy)... But wanted to include skimmed milk! 😢😩😭",neu
Thanks Giggo you really made my day.4.08 into the video🤣,pos
So giggo and lunabelle so wonderful ❤❤❤❤ and I got a laugh from giggo,pos
so nice video!!! 😍,pos
"@name best I've seen. Business idea, Timo's retro filter. Everything looks like it did 50 years ago. Fight, devil 😁",pos
Saw the clip on your instagram story😭 Died of tan in 20min😂😂💀💀,pos
Winter '19 will be something very special to look forward to Alpine WC at the best place Åre &amp; Biathlon WC in Östersund @name @name 🎿,pos
@name add aaaav how cozy! ✨,pos
SUPER GOOD EDITING AND WANT TO SEE MORE MORE OF THIS ❤️,pos
Horrible that you can even do that to someone just because they have a different religion. 🤮🤮🤮,neg
"Oh my gosh it was great, what a wonderful project. Å Lisett was there ❤️",pos
So your next fortnite video as you did ass good video👍👏👍👍👍 thumbs up for stronger coffee!!!,pos
@namn The sun always shines on me 😋😎,pos
"so nice of you to send a greeting to Saga, I hope she has seen it or will ❤",pos
Soon it will be the book fair 👯💃,pos
#teamjockiboi but still very funny prank❤❤❤❤❤ You are the best!,pos
"Think of Vilma and Felix as best friends, hahah you would never be bored 😂😂",pos
More a😂,pos
you are the best you are legendary and and wonderful we all love you you are the best❤❤❤❤❤❤❤❤❤,pos
"The music at the beginning, there's something about it that always gets me moved 💓",pos
"Buy a rasp for the goats, it's probably easier 💕",neu
Thank you Craig David for all you have created 🙏🎶,pos
@name omg yes! It feels unreal! ❤️,pos
"Argh, the mistake conference coffee marathon! Can't sleep now!
Counting sheep's skulls on twitter 😏
💤",neg
RIP😭,neg
@namn Ohhh thank you so very very much❤️,pos
This video made me sick to my stomach 😟🙏,neg
Rest in peace John. You were so incredibly brave ❤,pos
@name yes! Oh thank you💗,pos
I LOVE YOU TEES 😘❤,pos
"Hitherto secret Iphon-trix revealed on #rixfm
And of course the best music is on offer right now!
 Welcome / afternoon with Niclas 👍",neu
WIHO THAT GUY WAS NOT INFECTED BY EBOLA🎈🎈🎈,pos
"@namn Percentage-wise, gymnastics time will increase more than the salary, so they will have to work more for the money than today. ☺",neu
My Hungarian cousins ​​died there🇧🇬🙏😭,neg
"Back to the ""big city"" after a so-called 10p afternoon in Ljugarn! 😎 @ Ljugarns Strandcafé &amp; Restaurant http://t.co/X3sMmMP6SY",neu
You are such a wonderful person and make my days better❤️,pos
@name Thanks so much David!! Appreciated 😊😊,pos
I still thought it was pretty!😄❤,pos
@namn haha ​​I thought.. My legs can't seem to take it.. 😂,neu
GOING TO READ THE BEST FANFIC IN THE WORLD NOW!!!😭😭 FALLEN OH MY GOD,pos
@name but oh❤️,pos
"RT @name: Having a sister as a best friend.
Invaluable. 💜 @name",pos
Very good respect!! 💪 🤧🥺,pos
"Neck shots on the perpetrators. Rip john, a true hero. ❤️",neg
Local probably doesn't like Anjo that much 😆,pos
"Love stones, they can really strengthen you when you need them. Do you have the cutest animals or. Loved watching you brush the goats and lovely to see you and Oscar doing things together. When miss kitty pawed over the dresser and ran away when Oskar sang was the best of the vlog 😁❤",pos
Zoofie Ljung is my relative😂,neu
"You are so beautiful, such beautiful pictures of you and the dogs 😊❤",pos
Time for society 😒✌️,neg
"Finest Helen❤️ wonderful with tobogganing and bathhouse so close👍
Your animals give such love to all of you and me 🫶
It would have been a dream if you also posted videos regularly on Wednesdays like Mimi on Wednesday and Sunday 🙏 so enjoy now if there is anything extra from you ❤️
Be well you beautiful people❤️",pos
@namn yeah.... Housepod and EDM save me 😂👍❤️,pos
@name that I'm having fun 💖,pos
"""Store Alarmed"" - wonder if the alarm was installed before or the store was emptied 😉 http://t.co/3ihZPFOVr0",neu
@name @name @name @name FOLLOW ME😚😚😚,pos
"Beloved Filip❤️ CONGRATULATIONS on your 18th birthday! You are with me everywhere, in every breath, every second. You mean… http://t.co/QY1W4xLz2b",pos
So wow... Love when you do stuff like this ❤️❤️❤️,pos
Team Jonna!!💜👍🏼,pos
"@namn ""note to self"" good to remember you shouldn't knock people down 😒",neg
"1. He obviously deletes less than you as you cannot take criticism
2. He does it for money? Yes, you probably do that at the same time as you slip on a shrimp sandwich because you can't think of anything of your own🤣🤣🤣🤣
3. It's damn stupid to shoot yourself in the foot, but you're really good at that... waiting for the incendiary bomb😘",neg
Best series😂,pos
RT @name: ✊ F! 6.1% in STHLM Municipality http://t.co/iN8WtTXrON and 3.79% Nationally http://t.co/0OOYVPouGX Fight! #taplats @name #…,pos
@namn but oh well then😆,pos
Love you ❤😂,pos
You and Emil who post! Could the day get any better?❤❤,pos
"yes, I'm a girl, but I always hit on dough or certain foods like that 🙈",neu
Wow what an edit Therese! ❤️❤️❤️,pos
"RT @namn: Get Reinis as an uncle or something, he seems so kind and cozy haha ​​❤️",pos
Love that you say the same thing every three minutes haha😂❤️,pos
@namn As long as it's not strained 😋,neu
It turned out really nice Jocke👌😍😂,pos
Can't fail with a start to the day like this.. Good morning ❤️ http://t.co/l3IxCcGqKv,pos
The pictures are very beautiful ❤❤❤,pos
So nice when you've been stressed all day to watch one of your good videos❤❤❤❤❤❤,pos
@name @name aha hahah then I get it! 👍❤️,pos
Team Jonna ❤,pos
"@namn the song never ends???? (Yes, I had to listen) 😄😄😄",neu
"@name
I go around and watch every night. If I see a young liberal environmentalist who is out messing around, I ask him to please go home. 😊",neu
"That thing when you dipped your head in the toilet, I thought it was very brave but disgusting!😜😋😱But Jocke, I think you're exaggerating a bit because you do exactly the same pranks",neu
Rest In Peace🕊,neu
"the mother of youtube, preach 🎉",pos
"I hate going to the bathroom at school, there are always girls outside 💩",neg
Today's job could be done by a monkey 🙊 ... Will have to sit here all evening 😩...,neg
@name Anything that can be spelled with Z 😁,neu
I'm not allowed to have tiktok or Snapchat? Am I the only one? ❤😢,neg
RT @namn: SvD predicts that we will not eat meat in 2050. Only 36 years left! 🐮🐷🐤 http://t.co/V5yyH40myq,pos
"Best table! 👍😘
misscarolinagynning mirafroling olivergrosso,Christer Lindarw Marie Sahlström… http://t.co/r6T1x1hbXQ",pos
"I think you are doing well, regardless of whether you are a little disorganized
The most important thing is the children, yourselves and the doggy
Now you're on your way so it's going to be amazing 💕🌸
Hope you are all doing the best and ignore all the clemactery pussies who only find fault and complain jealousy is called
You whole family are amazing
Feel the best 💕🌸❤️",pos
Can you please Drive Vr😍😍💓💞💓💗💓💓💎💎💎💎,pos
"Logitech Keys-To-Go: Today, Logitech launches the new Logitech® Keys-To-Go, a convenient bluetooth key... http://t.co/0RJPNUq827 #nyheter",neu
"What fucking idiots, damn it, poor John, fucking Nazis, and jealous pigs. Poor parents, so ugh. Rest in peace john all love to you john and your parents. Hope the same thing happens to them 💔💔💔💔💔💔💔💔💔💔❤❤❤❤❤❤❤❤❤❤❤❤❤😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",neg
"You wouldn't die Fatima. You were so nice, I love you❤️🙏🏽",pos
Walking around the house naked after you've just showered when you're home alone! ♥ There is not much that beats that feeling of freedom.,pos
I don't like Pontus he is so idiotic ❤😢,neg
"You and Emil Hansius, can the day get better ❤️❤️❤️❤️",pos
I like that he didn't plug any of the parts into the computer 😂👌👍🇸🇪,pos
#teamjonna❤️❤️,pos
"True sibling love, it's called if they argue sometimes then they become the world's happiest siblings. Such beautiful jewelry..
Take care of you and your family 🙏❤",pos
"How can you kick your schoolmate to death? Damn killer, will be so sad when the father wears this! Those guys have to get life in prison, so fucking mad at them!! Villaifredjohn and let him be💔❤ #villaifredjohn 💔😭❤",neg
I love you so so much 💛💛💛💛💛⭐😃😀😃😀⭐😃😀⭐,pos
